name	critical_chrom	critical_start	critical_end	critical_width	probe_number	interval	center	chrom	start	end	width	exclude_if	cnvplex_1K	cnvplex_10K	cnvplex_100K	cnvplex_200K
72-chr20_61963016_62893189-M0	chr20	61963016	62893189	930174	3	418578	62428103	chr20	62344388	62511818	167431	chr20:62218814-62637392	72-chr20_61963016_62893189-M0,chr20:62427103-62429103	72-chr20_61963016_62893189-M0,chr20:62418103-62438103	72-chr20_61963016_62893189-M0,chr20:62344388-62511818	.
73-chr21_47424794_48056450-L	chr21	47424794	48056450	631657	3	284246	47456376	chr21	47424794	47487958	63165	chr21:47314254-47598498	73-chr21_47424794_48056450-L,chr21:47455376-47457376	73-chr21_47424794_48056450-L,chr21:47446376-47466376	.	.
73-chr21_47424794_48056450-R	chr21	47424794	48056450	631657	3	284246	48024868	chr21	47993286	48056450	63165	chr21:47882746-48166990	73-chr21_47424794_48056450-R,chr21:48023868-48025868	73-chr21_47424794_48056450-R,chr21:48014868-48034868	.	.
73-chr21_47424794_48056450-M0	chr21	47424794	48056450	631657	3	284246	47740622	chr21	47683773	47797471	113699	chr21:47598500-47882744	73-chr21_47424794_48056450-M0,chr21:47739622-47741622	73-chr21_47424794_48056450-M0,chr21:47730622-47750622	73-chr21_47424794_48056450-M0,chr21:47683773-47797471	.
73-chr21_44333323_46905487-L	chr21	44333323	46905487	2572165	4	771649	44461931	chr21	44333323	44590539	257217	chr21:44076107-44847755	73-chr21_44333323_46905487-L,chr21:44460931-44462931	73-chr21_44333323_46905487-L,chr21:44451931-44471931	73-chr21_44333323_46905487-L,chr21:44361931-44561931	73-chr21_44333323_46905487-L,chr21:44333323-44590539
73-chr21_44333323_46905487-R	chr21	44333323	46905487	2572165	4	771649	46776879	chr21	46648271	46905487	257217	chr21:46391055-47162703	73-chr21_44333323_46905487-R,chr21:46775879-46777879	73-chr21_44333323_46905487-R,chr21:46766879-46786879	73-chr21_44333323_46905487-R,chr21:46676879-46876879	73-chr21_44333323_46905487-R,chr21:46648271-46905487
73-chr21_44333323_46905487-M0	chr21	44333323	46905487	2572165	4	771649	45233580	chr21	45079251	45387909	308659	chr21:44847756-45619404	73-chr21_44333323_46905487-M0,chr21:45232580-45234580	73-chr21_44333323_46905487-M0,chr21:45223580-45243580	73-chr21_44333323_46905487-M0,chr21:45133580-45333580	73-chr21_44333323_46905487-M0,chr21:45079251-45387909
73-chr21_44333323_46905487-M1	chr21	44333323	46905487	2572165	4	771649	46005229	chr21	45850900	46159558	308659	chr21:45619405-46391053	73-chr21_44333323_46905487-M1,chr21:46004229-46006229	73-chr21_44333323_46905487-M1,chr21:45995229-46015229	73-chr21_44333323_46905487-M1,chr21:45905229-46105229	73-chr21_44333323_46905487-M1,chr21:45850900-46159558
74-chr22_17397633_18617099-L	chr22	17397633	18617099	1219467	4	365840	17458606	chr22	17397633	17519579	121947	chr22:17275686-17641526	74-chr22_17397633_18617099-L,chr22:17457606-17459606	74-chr22_17397633_18617099-L,chr22:17448606-17468606	74-chr22_17397633_18617099-L,chr22:17397633-17519579	.
74-chr22_17397633_18617099-R	chr22	17397633	18617099	1219467	4	365840	18556126	chr22	18495153	18617099	121947	chr22:18373206-18739046	74-chr22_17397633_18617099-R,chr22:18555126-18557126	74-chr22_17397633_18617099-R,chr22:18546126-18566126	74-chr22_17397633_18617099-R,chr22:18495153-18617099	.
74-chr22_17397633_18617099-M0	chr22	17397633	18617099	1219467	4	365840	17824446	chr22	17751278	17897614	146337	chr22:17641526-18007366	74-chr22_17397633_18617099-M0,chr22:17823446-17825446	74-chr22_17397633_18617099-M0,chr22:17814446-17834446	74-chr22_17397633_18617099-M0,chr22:17751278-17897614	.
74-chr22_17397633_18617099-M1	chr22	17397633	18617099	1219467	4	365840	18190286	chr22	18117118	18263454	146337	chr22:18007366-18373206	74-chr22_17397633_18617099-M1,chr22:18189286-18191286	74-chr22_17397633_18617099-M1,chr22:18180286-18200286	74-chr22_17397633_18617099-M1,chr22:18117118-18263454	.
74-chr22_19139027_20306317-L	chr22	19139027	20306317	1167291	4	350187	19197391	chr22	19139027	19255755	116729	chr22:19022298-19372484	74-chr22_19139027_20306317-L,chr22:19196391-19198391	74-chr22_19139027_20306317-L,chr22:19187391-19207391	74-chr22_19139027_20306317-L,chr22:19139027-19255755	.
74-chr22_19139027_20306317-R	chr22	19139027	20306317	1167291	4	350187	20247953	chr22	20189589	20306317	116729	chr22:20072860-20423046	74-chr22_19139027_20306317-R,chr22:20246953-20248953	74-chr22_19139027_20306317-R,chr22:20237953-20257953	74-chr22_19139027_20306317-R,chr22:20189589-20306317	.
74-chr22_19139027_20306317-M0	chr22	19139027	20306317	1167291	4	350187	19547578	chr22	19477541	19617615	140075	chr22:19372485-19722671	74-chr22_19139027_20306317-M0,chr22:19546578-19548578	74-chr22_19139027_20306317-M0,chr22:19537578-19557578	74-chr22_19139027_20306317-M0,chr22:19477541-19617615	.
74-chr22_19139027_20306317-M1	chr22	19139027	20306317	1167291	4	350187	19897765	chr22	19827728	19967802	140075	chr22:19722672-20072858	74-chr22_19139027_20306317-M1,chr22:19896765-19898765	74-chr22_19139027_20306317-M1,chr22:19887765-19907765	74-chr22_19139027_20306317-M1,chr22:19827728-19967802	.
74-chr22_21081260_21302053-L	chr22	21081260	21302053	220794	3	99357	21092299	chr22	21081260	21103338	22079	chr22:21042621-21141977	74-chr22_21081260_21302053-L,chr22:21091299-21093299	74-chr22_21081260_21302053-L,chr22:21082299-21102299	.	.
74-chr22_21081260_21302053-R	chr22	21081260	21302053	220794	3	99357	21291014	chr22	21279975	21302053	22079	chr22:21241336-21340692	74-chr22_21081260_21302053-R,chr22:21290014-21292014	74-chr22_21081260_21302053-R,chr22:21281014-21301014	.	.
74-chr22_21081260_21302053-M0	chr22	21081260	21302053	220794	3	99357	21191657	chr22	21171786	21211528	39743	chr22:21141979-21241335	74-chr22_21081260_21302053-M0,chr22:21190657-21192657	74-chr22_21081260_21302053-M0,chr22:21181657-21201657	.	.
75-chr22_21977700_22905068-L	chr22	21977700	22905068	927369	3	417316	22024068	chr22	21977700	22070436	92737	chr22:21815410-22232726	75-chr22_21977700_22905068-L,chr22:22023068-22025068	75-chr22_21977700_22905068-L,chr22:22014068-22034068	.	.
75-chr22_21977700_22905068-R	chr22	21977700	22905068	927369	3	417316	22858700	chr22	22812332	22905068	92737	chr22:22650042-23067358	75-chr22_21977700_22905068-R,chr22:22857700-22859700	75-chr22_21977700_22905068-R,chr22:22848700-22868700	.	.
75-chr22_21977700_22905068-M0	chr22	21977700	22905068	927369	3	417316	22441384	chr22	22357921	22524847	166927	chr22:22232726-22650042	75-chr22_21977700_22905068-M0,chr22:22440384-22442384	75-chr22_21977700_22905068-M0,chr22:22431384-22451384	75-chr22_21977700_22905068-M0,chr22:22357921-22524847	.
75-chr22_23028586_23603489-L	chr22	23028586	23603489	574904	3	258706	23057331	chr22	23028586	23086076	57491	chr22:22927978-23186684	75-chr22_23028586_23603489-L,chr22:23056331-23058331	75-chr22_23028586_23603489-L,chr22:23047331-23067331	.	.
75-chr22_23028586_23603489-R	chr22	23028586	23603489	574904	3	258706	23574744	chr22	23545999	23603489	57491	chr22:23445391-23704097	75-chr22_23028586_23603489-R,chr22:23573744-23575744	75-chr22_23028586_23603489-R,chr22:23564744-23584744	.	.
75-chr22_23028586_23603489-M0	chr22	23028586	23603489	574904	3	258706	23316038	chr22	23264297	23367779	103483	chr22:23186685-23445391	75-chr22_23028586_23603489-M0,chr22:23315038-23317038	75-chr22_23028586_23603489-M0,chr22:23306038-23326038	75-chr22_23028586_23603489-M0,chr22:23264297-23367779	.
76-chr22_23822927_24959827-L	chr22	23822927	24959827	1136901	4	341070	23879772	chr22	23822927	23936617	113691	chr22:23709237-24050307	76-chr22_23822927_24959827-L,chr22:23878772-23880772	76-chr22_23822927_24959827-L,chr22:23869772-23889772	76-chr22_23822927_24959827-L,chr22:23822927-23936617	.
76-chr22_23822927_24959827-R	chr22	23822927	24959827	1136901	4	341070	24902982	chr22	24846137	24959827	113691	chr22:24732447-25073517	76-chr22_23822927_24959827-R,chr22:24901982-24903982	76-chr22_23822927_24959827-R,chr22:24892982-24912982	76-chr22_23822927_24959827-R,chr22:24846137-24959827	.
76-chr22_23822927_24959827-M0	chr22	23822927	24959827	1136901	4	341070	24220842	chr22	24152628	24289056	136429	chr22:24050307-24391377	76-chr22_23822927_24959827-M0,chr22:24219842-24221842	76-chr22_23822927_24959827-M0,chr22:24210842-24230842	76-chr22_23822927_24959827-M0,chr22:24152628-24289056	.
76-chr22_23822927_24959827-M1	chr22	23822927	24959827	1136901	4	341070	24561912	chr22	24493698	24630126	136429	chr22:24391377-24732447	76-chr22_23822927_24959827-M1,chr22:24560912-24562912	76-chr22_23822927_24959827-M1,chr22:24551912-24571912	76-chr22_23822927_24959827-M1,chr22:24493698-24630126	.
77-chr22_44203246_50706908-L	chr22	44203246	50706908	6503663	6	1170659	44528429	chr22	44203246	44853612	650367	chr22:43943100-45113758	77-chr22_44203246_50706908-L,chr22:44527429-44529429	77-chr22_44203246_50706908-L,chr22:44518429-44538429	77-chr22_44203246_50706908-L,chr22:44428429-44628429	77-chr22_44203246_50706908-L,chr22:44328429-44728429
77-chr22_44203246_50706908-R	chr22	44203246	50706908	6503663	6	1170659	50381725	chr22	50056542	50706908	650367	chr22:49796396-50967054	77-chr22_44203246_50706908-R,chr22:50380725-50382725	77-chr22_44203246_50706908-R,chr22:50371725-50391725	77-chr22_44203246_50706908-R,chr22:50281725-50481725	77-chr22_44203246_50706908-R,chr22:50181725-50581725
77-chr22_44203246_50706908-M0	chr22	44203246	50706908	6503663	6	1170659	45699088	chr22	45464957	45933219	468263	chr22:45113759-46284417	77-chr22_44203246_50706908-M0,chr22:45698088-45700088	77-chr22_44203246_50706908-M0,chr22:45689088-45709088	77-chr22_44203246_50706908-M0,chr22:45599088-45799088	77-chr22_44203246_50706908-M0,chr22:45499088-45899088
77-chr22_44203246_50706908-M1	chr22	44203246	50706908	6503663	6	1170659	46869747	chr22	46635616	47103878	468263	chr22:46284418-47455076	77-chr22_44203246_50706908-M1,chr22:46868747-46870747	77-chr22_44203246_50706908-M1,chr22:46859747-46879747	77-chr22_44203246_50706908-M1,chr22:46769747-46969747	77-chr22_44203246_50706908-M1,chr22:46669747-47069747
77-chr22_44203246_50706908-M2	chr22	44203246	50706908	6503663	6	1170659	48040406	chr22	47806275	48274537	468263	chr22:47455077-48625735	77-chr22_44203246_50706908-M2,chr22:48039406-48041406	77-chr22_44203246_50706908-M2,chr22:48030406-48050406	77-chr22_44203246_50706908-M2,chr22:47940406-48140406	77-chr22_44203246_50706908-M2,chr22:47840406-48240406
77-chr22_44203246_50706908-M3	chr22	44203246	50706908	6503663	6	1170659	49211065	chr22	48976934	49445196	468263	chr22:48625736-49796394	77-chr22_44203246_50706908-M3,chr22:49210065-49212065	77-chr22_44203246_50706908-M3,chr22:49201065-49221065	77-chr22_44203246_50706908-M3,chr22:49111065-49311065	77-chr22_44203246_50706908-M3,chr22:49011065-49411065
77-chr22_51132803_51149209-L	chr22	51132803	51149209	16407	3	7383	51133623	chr22	51132803	51134443	1641	chr22:51129932-51137314	77-chr22_51132803_51149209-L,chr22:51132803-51134443	.	.	.
77-chr22_51132803_51149209-R	chr22	51132803	51149209	16407	3	7383	51148389	chr22	51147569	51149209	1641	chr22:51144698-51152080	77-chr22_51132803_51149209-R,chr22:51147569-51149209	.	.	.
77-chr22_51132803_51149209-M0	chr22	51132803	51149209	16407	3	7383	51141006	chr22	51139530	51142482	2953	chr22:51137315-51144697	77-chr22_51132803_51149209-M0,chr22:51140006-51142006	77-chr22_51132803_51149209-M0,chr22:51139530-51142482	.	.
78-chrX_545953_763957-L	chrX	545953	763957	218005	3	98102	556853	chrX	545953	567753	21801	chrX:507802-605904	78-chrX_545953_763957-L,chrX:555853-557853	78-chrX_545953_763957-L,chrX:546853-566853	.	.
78-chrX_545953_763957-R	chrX	545953	763957	218005	3	98102	753057	chrX	742157	763957	21801	chrX:704006-802108	78-chrX_545953_763957-R,chrX:752057-754057	78-chrX_545953_763957-R,chrX:743057-763057	.	.
78-chrX_545953_763957-M0	chrX	545953	763957	218005	3	98102	654955	chrX	635335	674575	39241	chrX:605904-704006	78-chrX_545953_763957-M0,chrX:653955-655955	78-chrX_545953_763957-M0,chrX:644955-664955	.	.
78-chrX_455566_544731-L	chrX	455566	544731	89166	3	40124	460024	chrX	455566	464482	8917	chrX:439962-480086	78-chrX_455566_544731-L,chrX:459024-461024	78-chrX_455566_544731-L,chrX:455566-464482	.	.
78-chrX_455566_544731-R	chrX	455566	544731	89166	3	40124	540273	chrX	535815	544731	8917	chrX:520211-560335	78-chrX_455566_544731-R,chrX:539273-541273	78-chrX_455566_544731-R,chrX:535815-544731	.	.
78-chrX_455566_544731-M0	chrX	455566	544731	89166	3	40124	500149	chrX	492125	508173	16049	chrX:480087-520211	78-chrX_455566_544731-M0,chrX:499149-501149	78-chrX_455566_544731-M0,chrX:492125-508173	.	.
79-chrX_2701273_5307354-L	chrX	2701273	5307354	2606082	4	781824	2831577	chrX	2701273	2961881	260609	chrX:2440665-3222489	79-chrX_2701273_5307354-L,chrX:2830577-2832577	79-chrX_2701273_5307354-L,chrX:2821577-2841577	79-chrX_2701273_5307354-L,chrX:2731577-2931577	79-chrX_2701273_5307354-L,chrX:2701273-2961881
79-chrX_2701273_5307354-R	chrX	2701273	5307354	2606082	4	781824	5177050	chrX	5046746	5307354	260609	chrX:4786138-5567962	79-chrX_2701273_5307354-R,chrX:5176050-5178050	79-chrX_2701273_5307354-R,chrX:5167050-5187050	79-chrX_2701273_5307354-R,chrX:5077050-5277050	79-chrX_2701273_5307354-R,chrX:5046746-5307354
79-chrX_2701273_5307354-M0	chrX	2701273	5307354	2606082	4	781824	3613401	chrX	3457037	3769765	312729	chrX:3222489-4004313	79-chrX_2701273_5307354-M0,chrX:3612401-3614401	79-chrX_2701273_5307354-M0,chrX:3603401-3623401	79-chrX_2701273_5307354-M0,chrX:3513401-3713401	79-chrX_2701273_5307354-M0,chrX:3457037-3769765
79-chrX_2701273_5307354-M1	chrX	2701273	5307354	2606082	4	781824	4395225	chrX	4238861	4551589	312729	chrX:4004313-4786137	79-chrX_2701273_5307354-M1,chrX:4394225-4396225	79-chrX_2701273_5307354-M1,chrX:4385225-4405225	79-chrX_2701273_5307354-M1,chrX:4295225-4495225	79-chrX_2701273_5307354-M1,chrX:4238861-4551589
79-chrX_6807735_7867359-L	chrX	6807735	7867359	1059625	4	317887	6860716	chrX	6807735	6913697	105963	chrX:6701773-7019659	79-chrX_6807735_7867359-L,chrX:6859716-6861716	79-chrX_6807735_7867359-L,chrX:6850716-6870716	79-chrX_6807735_7867359-L,chrX:6807735-6913697	.
79-chrX_6807735_7867359-R	chrX	6807735	7867359	1059625	4	317887	7814378	chrX	7761397	7867359	105963	chrX:7655435-7973321	79-chrX_6807735_7867359-R,chrX:7813378-7815378	79-chrX_6807735_7867359-R,chrX:7804378-7824378	79-chrX_6807735_7867359-R,chrX:7761397-7867359	.
79-chrX_6807735_7867359-M0	chrX	6807735	7867359	1059625	4	317887	7178603	chrX	7115026	7242180	127155	chrX:7019660-7337546	79-chrX_6807735_7867359-M0,chrX:7177603-7179603	79-chrX_6807735_7867359-M0,chrX:7168603-7188603	79-chrX_6807735_7867359-M0,chrX:7115026-7242180	.
79-chrX_6807735_7867359-M1	chrX	6807735	7867359	1059625	4	317887	7496490	chrX	7432913	7560067	127155	chrX:7337547-7655433	79-chrX_6807735_7867359-M1,chrX:7495490-7497490	79-chrX_6807735_7867359-M1,chrX:7486490-7506490	79-chrX_6807735_7867359-M1,chrX:7432913-7560067	.
80-chrX_76102_819243-L	chrX	76102	819243	743142	3	334413	113259	chrX	76102	150416	74315	chrX:1-280465	80-chrX_76102_819243-L,chrX:112259-114259	80-chrX_76102_819243-L,chrX:103259-123259	.	.
80-chrX_76102_819243-R	chrX	76102	819243	743142	3	334413	782086	chrX	744929	819243	74315	chrX:614880-949292	80-chrX_76102_819243-R,chrX:781086-783086	80-chrX_76102_819243-R,chrX:772086-792086	.	.
80-chrX_76102_819243-M0	chrX	76102	819243	743142	3	334413	447673	chrX	380791	514555	133765	chrX:280467-614879	80-chrX_76102_819243-M0,chrX:446673-448673	80-chrX_76102_819243-M0,chrX:437673-457673	80-chrX_76102_819243-M0,chrX:380791-514555	.
82-chrX_53559548_53622547-L	chrX	53559548	53622547	63000	3	28350	53562698	chrX	53559548	53565848	6301	chrX:53548523-53576873	82-chrX_53559548_53622547-L,chrX:53561698-53563698	82-chrX_53559548_53622547-L,chrX:53559548-53565848	.	.
82-chrX_53559548_53622547-R	chrX	53559548	53622547	63000	3	28350	53619398	chrX	53616248	53622548	6301	chrX:53605223-53633573	82-chrX_53559548_53622547-R,chrX:53618398-53620398	82-chrX_53559548_53622547-R,chrX:53616248-53622548	.	.
82-chrX_53559548_53622547-M0	chrX	53559548	53622547	63000	3	28350	53591048	chrX	53585378	53596718	11341	chrX:53576873-53605223	82-chrX_53559548_53622547-M0,chrX:53590048-53592048	82-chrX_53559548_53622547-M0,chrX:53585378-53596718	.	.
83-chrX_103031438_103047547-L	chrX	103031438	103047547	16110	3	7249	103032243	chrX	103031438	103033048	1611	chrX:103028619-103035867	83-chrX_103031438_103047547-L,chrX:103031438-103033048	.	.	.
83-chrX_103031438_103047547-R	chrX	103031438	103047547	16110	3	7249	103046742	chrX	103045937	103047547	1611	chrX:103043118-103050366	83-chrX_103031438_103047547-R,chrX:103045937-103047547	.	.	.
83-chrX_103031438_103047547-M0	chrX	103031438	103047547	16110	3	7249	103039493	chrX	103038044	103040942	2899	chrX:103035869-103043117	83-chrX_103031438_103047547-M0,chrX:103038493-103040493	83-chrX_103031438_103047547-M0,chrX:103038044-103040942	.	.
84-chrX_153287263_153363188-L	chrX	153287263	153363188	75926	3	34166	153291059	chrX	153287263	153294855	7593	chrX:153273976-153308142	84-chrX_153287263_153363188-L,chrX:153290059-153292059	84-chrX_153287263_153363188-L,chrX:153287263-153294855	.	.
84-chrX_153287263_153363188-R	chrX	153287263	153363188	75926	3	34166	153359392	chrX	153355596	153363188	7593	chrX:153342309-153376475	84-chrX_153287263_153363188-R,chrX:153358392-153360392	84-chrX_153287263_153363188-R,chrX:153355596-153363188	.	.
84-chrX_153287263_153363188-M0	chrX	153287263	153363188	75926	3	34166	153325226	chrX	153318393	153332059	13667	chrX:153308143-153342309	84-chrX_153287263_153363188-M0,chrX:153324226-153326226	84-chrX_153287263_153363188-M0,chrX:153318393-153332059	.	.
84-chrX_153595473_153822717-L	chrX	153595473	153822717	227245	3	102260	153606835	chrX	153595473	153618197	22725	chrX:153555705-153657965	84-chrX_153595473_153822717-L,chrX:153605835-153607835	84-chrX_153595473_153822717-L,chrX:153596835-153616835	.	.
84-chrX_153595473_153822717-R	chrX	153595473	153822717	227245	3	102260	153811355	chrX	153799993	153822717	22725	chrX:153760225-153862485	84-chrX_153595473_153822717-R,chrX:153810355-153812355	84-chrX_153595473_153822717-R,chrX:153801355-153821355	.	.
84-chrX_153595473_153822717-M0	chrX	153595473	153822717	227245	3	102260	153709095	chrX	153688643	153729547	40905	chrX:153657965-153760225	84-chrX_153595473_153822717-M0,chrX:153708095-153710095	84-chrX_153595473_153822717-M0,chrX:153699095-153719095	.	.
85-chrX_154212781_154326719-L	chrX	154212781	154326719	113939	3	51273	154218477	chrX	154212781	154224173	11393	chrX:154192841-154244113	85-chrX_154212781_154326719-L,chrX:154217477-154219477	85-chrX_154212781_154326719-L,chrX:154212781-154224173	.	.
85-chrX_154212781_154326719-R	chrX	154212781	154326719	113939	3	51273	154321023	chrX	154315327	154326719	11393	chrX:154295387-154346659	85-chrX_154212781_154326719-R,chrX:154320023-154322023	85-chrX_154212781_154326719-R,chrX:154315327-154326719	.	.
85-chrX_154212781_154326719-M0	chrX	154212781	154326719	113939	3	51273	154269750	chrX	154259496	154280004	20509	chrX:154244114-154295386	85-chrX_154212781_154326719-M0,chrX:154268750-154270750	85-chrX_154212781_154326719-M0,chrX:154259750-154279750	.	.
86-chr21_16714035_20723130-L	chr21	16714035	20723130	4009096	5	902046	16914489	chr21	16714035	17114943	400909	chr21:16463466-17365512	86-chr21_16714035_20723130-L,chr21:16913489-16915489	86-chr21_16714035_20723130-L,chr21:16904489-16924489	86-chr21_16714035_20723130-L,chr21:16814489-17014489	86-chr21_16714035_20723130-L,chr21:16714489-17114489
86-chr21_16714035_20723130-R	chr21	16714035	20723130	4009096	5	902046	20522676	chr21	20322222	20723130	400909	chr21:20071653-20973699	86-chr21_16714035_20723130-R,chr21:20521676-20523676	86-chr21_16714035_20723130-R,chr21:20512676-20532676	86-chr21_16714035_20723130-R,chr21:20422676-20622676	86-chr21_16714035_20723130-R,chr21:20322676-20722676
86-chr21_16714035_20723130-M0	chr21	16714035	20723130	4009096	5	902046	17816535	chr21	17636126	17996944	360819	chr21:17365512-18267558	86-chr21_16714035_20723130-M0,chr21:17815535-17817535	86-chr21_16714035_20723130-M0,chr21:17806535-17826535	86-chr21_16714035_20723130-M0,chr21:17716535-17916535	86-chr21_16714035_20723130-M0,chr21:17636126-17996944
86-chr21_16714035_20723130-M1	chr21	16714035	20723130	4009096	5	902046	18718581	chr21	18538172	18898990	360819	chr21:18267558-19169604	86-chr21_16714035_20723130-M1,chr21:18717581-18719581	86-chr21_16714035_20723130-M1,chr21:18708581-18728581	86-chr21_16714035_20723130-M1,chr21:18618581-18818581	86-chr21_16714035_20723130-M1,chr21:18538172-18898990
86-chr21_16714035_20723130-M2	chr21	16714035	20723130	4009096	5	902046	19620627	chr21	19440218	19801036	360819	chr21:19169604-20071650	86-chr21_16714035_20723130-M2,chr21:19619627-19621627	86-chr21_16714035_20723130-M2,chr21:19610627-19630627	86-chr21_16714035_20723130-M2,chr21:19520627-19720627	86-chr21_16714035_20723130-M2,chr21:19440218-19801036
46-chr13_45541658_58206132-L	chr13	45541658	58206132	12664475	6	2279605	46174881	chr13	45541658	46808104	1266447	chr13:45035079-47314683	46-chr13_45541658_58206132-L,chr13:46173881-46175881	46-chr13_45541658_58206132-L,chr13:46164881-46184881	46-chr13_45541658_58206132-L,chr13:46074881-46274881	46-chr13_45541658_58206132-L,chr13:45974881-46374881
46-chr13_45541658_58206132-R	chr13	45541658	58206132	12664475	6	2279605	57572909	chr13	56939686	58206132	1266447	chr13:56433107-58712711	46-chr13_45541658_58206132-R,chr13:57571909-57573909	46-chr13_45541658_58206132-R,chr13:57562909-57582909	46-chr13_45541658_58206132-R,chr13:57472909-57672909	46-chr13_45541658_58206132-R,chr13:57372909-57772909
46-chr13_45541658_58206132-M0	chr13	45541658	58206132	12664475	6	2279605	48454486	chr13	47998565	48910407	911843	chr13:47314684-49594288	46-chr13_45541658_58206132-M0,chr13:48453486-48455486	46-chr13_45541658_58206132-M0,chr13:48444486-48464486	46-chr13_45541658_58206132-M0,chr13:48354486-48554486	46-chr13_45541658_58206132-M0,chr13:48254486-48654486
46-chr13_45541658_58206132-M1	chr13	45541658	58206132	12664475	6	2279605	50734091	chr13	50278170	51190012	911843	chr13:49594289-51873893	46-chr13_45541658_58206132-M1,chr13:50733091-50735091	46-chr13_45541658_58206132-M1,chr13:50724091-50744091	46-chr13_45541658_58206132-M1,chr13:50634091-50834091	46-chr13_45541658_58206132-M1,chr13:50534091-50934091
46-chr13_45541658_58206132-M2	chr13	45541658	58206132	12664475	6	2279605	53013696	chr13	52557775	53469617	911843	chr13:51873894-54153498	46-chr13_45541658_58206132-M2,chr13:53012696-53014696	46-chr13_45541658_58206132-M2,chr13:53003696-53023696	46-chr13_45541658_58206132-M2,chr13:52913696-53113696	46-chr13_45541658_58206132-M2,chr13:52813696-53213696
46-chr13_45541658_58206132-M3	chr13	45541658	58206132	12664475	6	2279605	55293301	chr13	54837380	55749222	911843	chr13:54153499-56433103	46-chr13_45541658_58206132-M3,chr13:55292301-55294301	46-chr13_45541658_58206132-M3,chr13:55283301-55303301	46-chr13_45541658_58206132-M3,chr13:55193301-55393301	46-chr13_45541658_58206132-M3,chr13:55093301-55493301
87-chr13_84521956_93112659-L	chr13	84521956	93112659	8590704	6	1546326	84951491	chr13	84521956	85381026	859071	chr13:84178328-85724654	87-chr13_84521956_93112659-L,chr13:84950491-84952491	87-chr13_84521956_93112659-L,chr13:84941491-84961491	87-chr13_84521956_93112659-L,chr13:84851491-85051491	87-chr13_84521956_93112659-L,chr13:84751491-85151491
87-chr13_84521956_93112659-R	chr13	84521956	93112659	8590704	6	1546326	92683124	chr13	92253589	93112659	859071	chr13:91909961-93456287	87-chr13_84521956_93112659-R,chr13:92682124-92684124	87-chr13_84521956_93112659-R,chr13:92673124-92693124	87-chr13_84521956_93112659-R,chr13:92583124-92783124	87-chr13_84521956_93112659-R,chr13:92483124-92883124
87-chr13_84521956_93112659-M0	chr13	84521956	93112659	8590704	6	1546326	86497817	chr13	86188552	86807082	618531	chr13:85724654-87270980	87-chr13_84521956_93112659-M0,chr13:86496817-86498817	87-chr13_84521956_93112659-M0,chr13:86487817-86507817	87-chr13_84521956_93112659-M0,chr13:86397817-86597817	87-chr13_84521956_93112659-M0,chr13:86297817-86697817
87-chr13_84521956_93112659-M1	chr13	84521956	93112659	8590704	6	1546326	88044143	chr13	87734878	88353408	618531	chr13:87270980-88817306	87-chr13_84521956_93112659-M1,chr13:88043143-88045143	87-chr13_84521956_93112659-M1,chr13:88034143-88054143	87-chr13_84521956_93112659-M1,chr13:87944143-88144143	87-chr13_84521956_93112659-M1,chr13:87844143-88244143
87-chr13_84521956_93112659-M2	chr13	84521956	93112659	8590704	6	1546326	89590469	chr13	89281204	89899734	618531	chr13:88817306-90363632	87-chr13_84521956_93112659-M2,chr13:89589469-89591469	87-chr13_84521956_93112659-M2,chr13:89580469-89600469	87-chr13_84521956_93112659-M2,chr13:89490469-89690469	87-chr13_84521956_93112659-M2,chr13:89390469-89790469
87-chr13_84521956_93112659-M3	chr13	84521956	93112659	8590704	6	1546326	91136795	chr13	90827530	91446060	618531	chr13:90363632-91909958	87-chr13_84521956_93112659-M3,chr13:91135795-91137795	87-chr13_84521956_93112659-M3,chr13:91126795-91146795	87-chr13_84521956_93112659-M3,chr13:91036795-91236795	87-chr13_84521956_93112659-M3,chr13:90936795-91336795
90-chr8_131651428_137325904-L	chr8	131651428	137325904	5674477	6	1021406	131935151	chr8	131651428	132218874	567447	chr8:131424449-132445853	90-chr8_131651428_137325904-L,chr8:131934151-131936151	90-chr8_131651428_137325904-L,chr8:131925151-131945151	90-chr8_131651428_137325904-L,chr8:131835151-132035151	90-chr8_131651428_137325904-L,chr8:131735151-132135151
90-chr8_131651428_137325904-R	chr8	131651428	137325904	5674477	6	1021406	137042181	chr8	136758458	137325904	567447	chr8:136531479-137552883	90-chr8_131651428_137325904-R,chr8:137041181-137043181	90-chr8_131651428_137325904-R,chr8:137032181-137052181	90-chr8_131651428_137325904-R,chr8:136942181-137142181	90-chr8_131651428_137325904-R,chr8:136842181-137242181
90-chr8_131651428_137325904-M0	chr8	131651428	137325904	5674477	6	1021406	132956557	chr8	132752276	133160838	408563	chr8:132445855-133467259	90-chr8_131651428_137325904-M0,chr8:132955557-132957557	90-chr8_131651428_137325904-M0,chr8:132946557-132966557	90-chr8_131651428_137325904-M0,chr8:132856557-133056557	90-chr8_131651428_137325904-M0,chr8:132756557-133156557
